id,fecha,hora,red,texto,imagen_url,enlace,publicado,lista,video_url,titulo
R011,02/10/2026,20:30,instagram_reel,"Tu sistema de gestión no es un proyecto. Es una relación.

Elige cuánta implicación necesitas.

Pide una conversación de 20 minutos y te decimos qué modelo te encaja.
Enlace en bio.

#SistemasDeGestión #Consultoría #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/F04.mp4,Tu sistema de gestión no es un proyecto. Es una relación.
R012,05/10/2026,20:30,instagram_reel,"Tarea vencida tres días. Nadie preguntó. Nadie avisó.

Ahora avisa Orbita.

Cada proceso, sus tareas. Cada tarea, su dueño.
Enlace en bio.

#Procesos #Productividad #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/C05.mp4,Tarea vencida tres días. Nadie preguntó. Nadie avisó.
R013,07/10/2026,20:30,instagram_reel,"Un portal controlado significa que nadie improvisa.

Ni tú, ni tu equipo, ni tu consultor.

Semanas contadas, hitos con evidencia. Orbita · PM Tool.
Enlace en bio.

#ISO9001 #Certificación #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/E05.mp4,Un portal controlado significa que nadie improvisa.
R014,09/10/2026,20:30,instagram_reel,"Tu consultor, tu equipo y tu auditor mirando la misma pantalla.

Un portal, tres puntos de vista, cero sorpresas.

Así trabajamos ahora con nuestros clientes.
Enlace en bio.

#OrbitaPMTool #GestiónDeProyectos #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/A06.mp4,"Tu consultor, tu equipo y tu auditor mirando la misma pantalla."
R015,12/10/2026,20:30,instagram_reel,"El porcentaje de avance real, no el que se dice en la reunión.

Calculado con lo que está hecho.

Orbita · PM Tool: ver es la mitad del control.
Enlace en bio.

#Dashboard #Dirección #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/D06.mp4,"El porcentaje de avance real, no el que se dice en la reunión."
R016,14/10/2026,20:30,instagram_reel,"Veinte años implantando sistemas enseñan una cosa:

el modelo de trabajo importa más que la norma.

Pide una conversación de 20 minutos y te decimos qué modelo te encaja.
Enlace en bio.

#SistemasDeGestión #Consultoría #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/F06.mp4,Veinte años implantando sistemas enseñan una cosa:
R017,16/10/2026,20:30,instagram_reel,"La revisión por la dirección ya no se prepara. Se abre.

Los datos llevan meses acumulándose solos.

Pide una demo y trae tu última no conformidad.
Enlace en bio.

#ISO9001 #SistemasDeGestión #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/B07.mp4,La revisión por la dirección ya no se prepara. Se abre.
R018,19/10/2026,20:30,instagram_reel,"Tu sistema, tu documentación, tus evidencias. En tu portal. Con control de acceso.

No en el ordenador de nadie.

Semanas contadas, hitos con evidencia. Orbita · PM Tool.
Enlace en bio.

#ISO9001 #Certificación #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/E07.mp4,"Tu sistema, tu documentación, tus evidencias. En tu portal. Con control de acceso."
R019,21/10/2026,20:30,instagram_reel,"Cada herramienta nueva que añades resta una hora a la semana.

Una sola. Con todo dentro.

Así trabajamos ahora con nuestros clientes.
Enlace en bio.

#OrbitaPMTool #GestiónDeProyectos #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/A08.mp4,Cada herramienta nueva que añades resta una hora a la semana.
R020,23/10/2026,20:30,instagram_reel,"Cuando todo es urgente nada lo es.

Prioridad por proceso, no por quien más grita.

Cada proceso, sus tareas. Cada tarea, su dueño.
Enlace en bio.

#Procesos #Productividad #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/C08.mp4,Cuando todo es urgente nada lo es.
R021,26/10/2026,20:30,instagram_reel,"Implicación: reuniones semanales, hitos compartidos, portal común.

Ni más ni menos de lo que necesitas.

Pide una conversación de 20 minutos y te decimos qué modelo te encaja.
Enlace en bio.

#SistemasDeGestión #Consultoría #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/F08.mp4,"Implicación: reuniones semanales, hitos compartidos, portal común."
R022,28/10/2026,20:30,instagram_reel,"El auditor pregunta. Tú le enseñas la pantalla.

Y se acaba la conversación.

Pide una demo y trae tu última no conformidad.
Enlace en bio.

#ISO9001 #SistemasDeGestión #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/B09.mp4,El auditor pregunta. Tú le enseñas la pantalla.
R023,30/10/2026,20:30,instagram_reel,"Dirección no quiere leer informes. Quiere ver semáforos.

Dashboard para quien decide.

Orbita · PM Tool: ver es la mitad del control.
Enlace en bio.

#Dashboard #Dirección #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/D09.mp4,Dirección no quiere leer informes. Quiere ver semáforos.
R024,02/11/2026,20:30,instagram_reel,"Lo que no está en el portal no existe.

Y eso es exactamente lo que quieres.

Así trabajamos ahora con nuestros clientes.
Enlace en bio.

#OrbitaPMTool #GestiónDeProyectos #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/A10.mp4,Lo que no está en el portal no existe.
R025,04/11/2026,20:30,instagram_reel,"El mapa de procesos colgado en la pared no ejecuta nada.

El de Orbita, sí.

Cada proceso, sus tareas. Cada tarea, su dueño.
Enlace en bio.

#Procesos #Productividad #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/C10.mp4,El mapa de procesos colgado en la pared no ejecuta nada.
R026,06/11/2026,20:30,instagram_reel,"Empezar una ISO sin plan por semanas es empezar a alargarla.

Orbita trae el plan hecho.

Semanas contadas, hitos con evidencia. Orbita · PM Tool.
Enlace en bio.

#ISO9001 #Certificación #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/E10.mp4,Empezar una ISO sin plan por semanas es empezar a alargarla.
R027,09/11/2026,20:30,instagram_reel,"""Lo tenemos, pero hay que buscarlo"" es la frase que más cuesta en una auditoría.

Orbita la elimina.

Pide una demo y trae tu última no conformidad.
Enlace en bio.

#ISO9001 #SistemasDeGestión #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/B11.mp4,"""Lo tenemos, pero hay que buscarlo"" es la frase que más cuesta en una auditoría."
R028,11/11/2026,20:30,instagram_reel,"Desviación de plazo detectada hoy. No en el comité del mes que viene.

Ese mes es la diferencia.

Orbita · PM Tool: ver es la mitad del control.
Enlace en bio.

#Dashboard #Dirección #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/D11.mp4,Desviación de plazo detectada hoy. No en el comité del mes que viene.
R029,13/11/2026,20:30,instagram_reel,"Desde 2006 gestionamos con corazón. Desde ahora, también con órbita.

Sistemas de gestión con acompañamiento a medida.

Pide una conversación de 20 minutos y te decimos qué modelo te encaja.
Enlace en bio.

#SistemasDeGestión #Consultoría #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/F11.mp4,"Desde 2006 gestionamos con corazón. Desde ahora, también con órbita."
R030,16/11/2026,20:30,instagram_reel,"Cada proceso deja rastro: qué, quién, cuándo, evidencia.

Sin pedírselo a nadie.

Cada proceso, sus tareas. Cada tarea, su dueño.
Enlace en bio.

#Procesos #Productividad #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/C12.mp4,"Cada proceso deja rastro: qué, quién, cuándo, evidencia."
R031,18/11/2026,20:30,instagram_reel,"¿Cuánto tarda una ISO? Lo que tarde la semana más lenta.

Orbita te dice cuál es. Y por qué.

Semanas contadas, hitos con evidencia. Orbita · PM Tool.
Enlace en bio.

#ISO9001 #Certificación #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/E12.mp4,¿Cuánto tarda una ISO? Lo que tarde la semana más lenta.
R032,20/11/2026,20:30,instagram_reel,"No necesitas más disciplina. Necesitas un sitio.

Orbita pone el sitio. La disciplina viene sola.

Así trabajamos ahora con nuestros clientes.
Enlace en bio.

#OrbitaPMTool #GestiónDeProyectos #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/A13.mp4,No necesitas más disciplina. Necesitas un sitio.
R033,23/11/2026,20:30,instagram_reel,"Un dashboard por cliente. Uno global para ti.

Los dos, en vivo.

Orbita · PM Tool: ver es la mitad del control.
Enlace en bio.

#Dashboard #Dirección #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/D13.mp4,Un dashboard por cliente. Uno global para ti.
R034,25/11/2026,20:30,instagram_reel,"Un buen sistema de gestión: menos incendios, más decisiones.

TuConsultor: que dure.

Pide una conversación de 20 minutos y te decimos qué modelo te encaja.
Enlace en bio.

#SistemasDeGestión #Consultoría #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/F13.mp4,"Un buen sistema de gestión: menos incendios, más decisiones."
R035,27/11/2026,20:30,instagram_reel,"El 80 % de las no conformidades se repiten. Porque nadie mira las anteriores.

Orbita sí las mira. Y te avisa.

Pide una demo y trae tu última no conformidad.
Enlace en bio.

#ISO9001 #SistemasDeGestión #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/B14.mp4,El 80 % de las no conformidades se repiten. Porque nadie mira las anteriores.
R036,30/11/2026,20:30,instagram_reel,"Documentos versionados, accesos por rol, evidencias con fecha.

Un portal que aguanta una auditoría.

Semanas contadas, hitos con evidencia. Orbita · PM Tool.
Enlace en bio.

#ISO9001 #Certificación #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/E14.mp4,"Documentos versionados, accesos por rol, evidencias con fecha."
R037,02/12/2026,20:30,instagram_reel,"Deja de gestionar de memoria. Empieza a gestionar por portal.

Todo queda. Todo se ve.

Así trabajamos ahora con nuestros clientes.
Enlace en bio.

#OrbitaPMTool #GestiónDeProyectos #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/A15.mp4,Deja de gestionar de memoria. Empieza a gestionar por portal.
R038,04/12/2026,20:30,instagram_reel,"Controlar el proceso no es vigilar a la gente. Es que nadie persiga a nadie.

Orbita lo hace por ti.

Cada proceso, sus tareas. Cada tarea, su dueño.
Enlace en bio.

#Procesos #Productividad #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/C15.mp4,Controlar el proceso no es vigilar a la gente. Es que nadie persiga a nadie.
R039,07/12/2026,20:30,instagram_reel,"Un sistema bien acompañado se nota en la cuenta de resultados.

No solo en el certificado.

Pide una conversación de 20 minutos y te decimos qué modelo te encaja.
Enlace en bio.

#SistemasDeGestión #Consultoría #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/F15.mp4,Un sistema bien acompañado se nota en la cuenta de resultados.
R040,09/12/2026,20:30,instagram_reel,"Tu ISO no falla en la auditoría. Falla los otros 364 días.

Con Orbita el sistema se mantiene cada semana, no la víspera.

Orbita · PM Tool: la ISO que no se oxida.
Enlace en bio.

#ISO9001 #SistemasDeGestión #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/B01.mp4,Tu ISO no falla en la auditoría. Falla los otros 364 días.
R041,11/12/2026,20:30,instagram_reel,"¿Cómo va el proyecto? Ya no es una pregunta. Es una pantalla.

Evolución en tiempo real. Sin pedir informes.

Tu cliente lo ve. Tú lo ves. Nadie pregunta.
Enlace en bio.

#Dashboard #Dirección #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/D01.mp4,¿Cómo va el proyecto? Ya no es una pregunta. Es una pantalla.
R042,14/12/2026,20:30,instagram_reel,"Un portal. Todos los proyectos. Todo el equipo. Y el cliente dentro.

Se acabó el ""te lo paso por correo"".

Un portal. Todo dentro. Orbita · PM Tool.
Enlace en bio.

#OrbitaPMTool #GestiónDeProyectos #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/A02.mp4,Un portal. Todos los proyectos. Todo el equipo. Y el cliente dentro.
R043,16/12/2026,20:30,instagram_reel,"""Lo tengo pendiente"" no es un estado. Es una alarma.

Tareas por proceso, cada una con su semáforo.

Orbita · PM Tool: el mapa de procesos que ejecuta.
Enlace en bio.

#Procesos #Productividad #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/C02.mp4,"""Lo tengo pendiente"" no es un estado. Es una alarma."
R044,18/12/2026,20:30,instagram_reel,"ISO 9001 desde cero: 12 semanas, un portal, un plan.

Cada semana sabes qué toca. Y quién.

Certificación ordenada, no exprés. Con método TuConsultor.
Enlace en bio.

#ISO9001 #Certificación #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/E02.mp4,"ISO 9001 desde cero: 12 semanas, un portal, un plan."
R045,21/12/2026,20:30,instagram_reel,"El sistema de gestión no es la carpeta. Es lo que pasa cada semana.

Orbita lo convierte en rutina.

Orbita · PM Tool: la ISO que no se oxida.
Enlace en bio.

#ISO9001 #SistemasDeGestión #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/B03.mp4,El sistema de gestión no es la carpeta. Es lo que pasa cada semana.
R046,23/12/2026,20:30,instagram_reel,"Un dashboard que se actualiza solo es una reunión menos.

Por semana. Cada semana.

Tu cliente lo ve. Tú lo ves. Nadie pregunta.
Enlace en bio.

#Dashboard #Dirección #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/D03.mp4,Un dashboard que se actualiza solo es una reunión menos.
R047,25/12/2026,20:30,instagram_reel,"No vendemos horas. Vendemos un sistema que funciona.

Y un modelo de relación que lo mantiene.

Un sistema que dura, no un certificado que caduca.
Enlace en bio.

#SistemasDeGestión #Consultoría #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/F03.mp4,No vendemos horas. Vendemos un sistema que funciona.
R048,28/12/2026,20:30,instagram_reel,"Un proceso sin tareas es un dibujo.

Orbita lo convierte en trabajo.

Orbita · PM Tool: el mapa de procesos que ejecuta.
Enlace en bio.

#Procesos #Productividad #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/C04.mp4,Un proceso sin tareas es un dibujo.
R049,30/12/2026,20:30,instagram_reel,"Semana 1: alcance. Semana 12: auditoría. Entre medias, nada al aire.

Todo en Orbita.

Certificación ordenada, no exprés. Con método TuConsultor.
Enlace en bio.

#ISO9001 #Certificación #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/E04.mp4,"Semana 1: alcance. Semana 12: auditoría. Entre medias, nada al aire."
R050,01/01/2027,20:30,instagram_reel,"""¿Dónde está el último informe?"" Pregunta prohibida desde hoy.

Documentos, hitos y tareas en el mismo sitio.

Un portal. Todo dentro. Orbita · PM Tool.
Enlace en bio.

#OrbitaPMTool #GestiónDeProyectos #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/A05.mp4,"""¿Dónde está el último informe?"" Pregunta prohibida desde hoy."
R051,04/01/2027,20:30,instagram_reel,"Tu cliente ve el avance antes de preguntarlo.

Y deja de preguntarlo.

Tu cliente lo ve. Tú lo ves. Nadie pregunta.
Enlace en bio.

#Dashboard #Dirección #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/D05.mp4,Tu cliente ve el avance antes de preguntarlo.
R052,06/01/2027,20:30,instagram_reel,"Con Relación, el sistema es tuyo y nosotros cerca. Con Compromiso, nosotros dentro.

Tú decides.

Un sistema que dura, no un certificado que caduca.
Enlace en bio.

#SistemasDeGestión #Consultoría #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/F05.mp4,"Con Relación, el sistema es tuyo y nosotros cerca. Con Compromiso, nosotros dentro."
R053,08/01/2027,20:30,instagram_reel,"Tres normas. Un sistema. Cero duplicados.

9001, 14001 y 45001 comparten órbita.

Orbita · PM Tool: la ISO que no se oxida.
Enlace en bio.

#ISO9001 #SistemasDeGestión #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/B06.mp4,Tres normas. Un sistema. Cero duplicados.
R054,11/01/2027,20:30,instagram_reel,"Sabes en qué semana estás y cuántas faltan.

Sin preguntarlo. Sin adivinarlo.

Certificación ordenada, no exprés. Con método TuConsultor.
Enlace en bio.

#ISO9001 #Certificación #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/E06.mp4,Sabes en qué semana estás y cuántas faltan.
R055,13/01/2027,20:30,instagram_reel,"Integrar no es tener más pestañas. Es tener menos preguntas.

Orbita une proyectos, procesos y evidencias.

Un portal. Todo dentro. Orbita · PM Tool.
Enlace en bio.

#OrbitaPMTool #GestiónDeProyectos #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/A07.mp4,Integrar no es tener más pestañas. Es tener menos preguntas.
R056,15/01/2027,20:30,instagram_reel,"Diez personas, treinta procesos, doscientas tareas.

Una pantalla. Ningún hilo de correo.

Orbita · PM Tool: el mapa de procesos que ejecuta.
Enlace en bio.

#Procesos #Productividad #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/C07.mp4,"Diez personas, treinta procesos, doscientas tareas."
R057,18/01/2027,20:30,instagram_reel,"9001, 14001, 45001, 27001, EFQM. Distintas normas, mismo portal.

Mismo modelo de trabajo.

Un sistema que dura, no un certificado que caduca.
Enlace en bio.

#SistemasDeGestión #Consultoría #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/F07.mp4,"9001, 14001, 45001, 27001, EFQM. Distintas normas, mismo portal."
R058,20/01/2027,20:30,instagram_reel,"Indicadores que se actualizan solos son indicadores que se miran.

Los que se calculan a mano, no.

Orbita · PM Tool: la ISO que no se oxida.
Enlace en bio.

#ISO9001 #SistemasDeGestión #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/B08.mp4,Indicadores que se actualizan solos son indicadores que se miran.
R059,22/01/2027,20:30,instagram_reel,"Hitos cumplidos, retrasados, en riesgo. En una sola vista.

Cada mañana, sin abrir un Excel.

Tu cliente lo ve. Tú lo ves. Nadie pregunta.
Enlace en bio.

#Dashboard #Dirección #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/D08.mp4,"Hitos cumplidos, retrasados, en riesgo. En una sola vista."
R060,25/01/2027,20:30,instagram_reel,"El correo no es un gestor de proyectos. Nunca lo fue.

Orbita · PM Tool sí.

Un portal. Todo dentro. Orbita · PM Tool.
Enlace en bio.

#OrbitaPMTool #GestiónDeProyectos #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/A09.mp4,El correo no es un gestor de proyectos. Nunca lo fue.
R061,27/01/2027,20:30,instagram_reel,"Lo que se mide con semáforo se hace antes del rojo.

Verde, ámbar, rojo. Y ya.

Orbita · PM Tool: el mapa de procesos que ejecuta.
Enlace en bio.

#Procesos #Productividad #TuConsultor #Reels #Orbita",,https://www.tuconsultor.com/orbita/,,,https://znrbidycakbbfmynbeot.supabase.co/storage/v1/object/public/videos/orbita/C09.mp4,Lo que se mide con semáforo se hace antes del rojo.
